sensor_noise_0,sensor_0,sensor_noise_1,sensor_1,sensor_noise_2,sensor_2,sensor_noise_3,sensor_3,sensor_noise_4,sensor_4,sensor_noise_5,sensor_5,sensor_noise_6,sensor_6,sensor_noise_7,sensor_7,original_signal
4.88924530892164e-05,4.8935703641813806e-05,4.48682402642351e-05,4.491149081683251e-05,3.85732519478567e-05,3.861650250045411e-05,3.51333244826478e-05,3.5176575035245207e-05,3.61597257218465e-05,3.6202976274443906e-05,3.98195511383996e-05,3.986280169099701e-05,4.42306230556897e-05,4.4273873608287105e-05,4.79861343527833e-05,4.8029384905380704e-05,4.32505525974053e-08
2.07733376492715e-05,2.08449249267113e-05,1.98462586380024e-05,1.99178459154422e-05,2.05075699975768e-05,2.05791572750166e-05,2.13804292395931e-05,2.14520165170329e-05,2.20186854203838e-05,2.20902726978236e-05,2.36575716885275e-05,2.3729158965967298e-05,2.50928165543161e-05,2.51644038317559e-05,2.36319394734139e-05,2.37035267508537e-05,7.15872774397986e-08
-4.78159256656649e-05,-4.7723229082615484e-05,-4.61120253094839e-05,-4.601932872643448e-05,-4.33325526675901e-05,-4.3239856084540683e-05,-4.29351645547021e-05,-4.284246797165268e-05,-4.45913577496451e-05,-4.449866116659568e-05,-4.61291468312941e-05,-4.603645024824468e-05,-4.69060619402096e-05,-4.681336535716018e-05,-4.74921394404599e-05,-4.7399442857410484e-05,9.26965830494183e-08
4.25931367261156e-05,4.2697426884049195e-05,4.25897359799154e-05,4.2694026137848994e-05,4.19681955961344e-05,4.207248575406799e-05,4.27833595143387e-05,4.2887649672272296e-05,4.40138269414659e-05,4.411811709939949e-05,4.33129396269278e-05,4.3417229784861394e-05,4.14781126670773e-05,4.158240282501089e-05,4.12727835424477e-05,4.1377073700381295e-05,1.04290157933593e-07
2.19519150627041e-05,2.2057071597757497e-05,1.89481178517132e-05,1.9053274386766596e-05,1.59913081768169e-05,1.6096464711870296e-05,1.52146182314625e-05,1.5319774766515897e-05,1.7092863833749e-05,1.7198020368802396e-05,2.07146483837358e-05,2.0819804918789195e-05,2.35970140783207e-05,2.3702170613374097e-05,2.3881261878336e-05,2.3986418413389396e-05,1.05156535053397e-07
-3.78323572341677e-05,-3.773708384710745e-05,-3.60257411928651e-05,-3.5930467805804846e-05,-3.50466743537095e-05,-3.4951400966649245e-05,-3.72340508725161e-05,-3.713877748545585e-05,-4.07439913329856e-05,-4.064871794592535e-05,-4.21351777531716e-05,-4.2039904366111345e-05,-4.07883386515615e-05,-4.0693065264501246e-05,-3.89641313752199e-05,-3.8868857988159647e-05,9.52733870602564e-08
-4.4362939712938e-06,-4.360522232305527e-06,-8.54549362888618e-08,-9.683197300589105e-09,3.10293912842746e-06,3.1787108674157325e-06,4.08679485358626e-06,4.162566592574533e-06,2.26083380635658e-06,2.336605545344853e-06,-2.68909527292931e-06,-2.6133235339410373e-06,-7.62734826638078e-06,-7.5515765273925065e-06,-8.18650818110722e-06,-8.110736442118947e-06,7.57717389882727e-08
3.0067612485175e-05,3.0116379299935692e-05,2.90561635871286e-05,2.9104930401889292e-05,2.56552247326319e-05,2.570399154739259e-05,2.33131674221774e-05,2.3361934236938094e-05,2.33933521277968e-05,2.3442118942557494e-05,2.49608183882214e-05,2.5009585202982092e-05,2.66237868425284e-05,2.6672553657289094e-05,2.8429967648508e-05,2.8478734463268694e-05,4.87668147606913e-08
1.82853577187844e-05,1.8302444215101703e-05,1.31623269739165e-05,1.3179413470233803e-05,1.02670134099674e-05,1.0284099906284704e-05,1.00242794139951e-05,1.0041365910312405e-05,1.25734242691212e-05,1.2590510765438504e-05,1.77994719772534e-05,1.7816558473570703e-05,2.27823628971445e-05,2.2799449393461805e-05,2.30521241638347e-05,2.3069210660152004e-05,1.70864963173045e-08
-4.3493557979049e-05,-4.350962135471781e-05,-4.00412048845407e-05,-4.005726826020952e-05,-3.68313561611663e-05,-3.684741953683512e-05,-3.62426113272867e-05,-3.625867470295552e-05,-3.88785969867109e-05,-3.889466036237972e-05,-4.33430404482531e-05,-4.3359103823921915e-05,-4.62877425273365e-05,-4.6303805903005314e-05,-4.59920274456432e-05,-4.6008090821312016e-05,-1.60633756688135e-08
6.96534866927761e-06,6.917897572359102e-06,7.72072591018536e-06,7.67327481326685e-06,6.37108100860143e-06,6.323629911682922e-06,5.46466250917679e-06,5.417211412258281e-06,5.06845623584142e-06,5.0210051389229115e-06,3.89894228081232e-06,3.851491183893811e-06,2.58024752885981e-06,2.532796431941301e-06,3.87301139726469e-06,3.825560300346181e-06,-4.74510969185088e-08
3.67562688620534e-05,3.668212595048011e-05,3.55823191468681e-05,3.550817623529481e-05,3.68850456040592e-05,3.6810902692485913e-05,3.93455998603255e-05,3.927145694875221e-05,4.18105122039482e-05,4.1736369292374914e-05,4.38379526041986e-05,4.376380969262531e-05,4.37280541475989e-05,4.365391123602561e-05,4.0589346348879e-05,4.051520343730571e-05,-7.41429115732887e-08
-3.51978309857187e-05,-3.529160085354521e-05,-3.30388627061376e-05,-3.3132632573964104e-05,-2.92081558169489e-05,-2.930192568477541e-05,-2.72811544958739e-05,-2.737492436370041e-05,-2.84687738857179e-05,-2.856254375354441e-05,-3.13930883614906e-05,-3.1486858229317105e-05,-3.36425178195513e-05,-3.37362876873778e-05,-3.49008995870154e-05,-3.499466945484191e-05,-9.37698678265089e-08
-2.31836374506106e-05,-2.3288349647007488e-05,-2.1388201948042e-05,-2.149291414443889e-05,-2.22056317581471e-05,-2.231034395454399e-05,-2.39676712245602e-05,-2.407238342095709e-05,-2.54507541820633e-05,-2.555546637846019e-05,-2.69956529506391e-05,-2.710036514703599e-05,-2.8286825437229e-05,-2.839153763362589e-05,-2.6872836653512e-05,-2.697754884990889e-05,-1.0471219639689e-07
1.03645808666055e-05,1.0258386706107876e-05,8.77411356406112e-06,8.667919403563497e-06,9.54025240677245e-06,9.434058246274826e-06,1.25558535227716e-05,1.2449659362273977e-05,1.67512805560475e-05,1.6645086395549878e-05,1.98567717330082e-05,1.975057757251058e-05,1.89098301447355e-05,1.8803635984237878e-05,1.45452655889687e-05,1.4439071428471077e-05,-1.06194160497623e-07
-5.16072479724915e-07,-6.143646055072834e-07,-6.77551751405711e-07,-7.758438771880794e-07,2.55626988372955e-06,2.4579777579471816e-06,5.73633526532201e-06,5.638043139539641e-06,6.73575382345449e-06,6.637461697672121e-06,6.14587463666787e-06,6.047582510885502e-06,5.2025823920846e-06,5.104290266302232e-06,2.80909634600389e-06,2.7108042202215216e-06,-9.82921257823684e-08
-2.35378082257215e-05,-2.3619680506571167e-05,-2.33892131966777e-05,-2.347108547752737e-05,-2.55998063237342e-05,-2.568167860458387e-05,-2.85298244214211e-05,-2.8611696702270766e-05,-3.07520117280472e-05,-3.0833884008896874e-05,-3.18150825180658e-05,-3.189695479891547e-05,-3.05092164091444e-05,-3.059108868999407e-05,-2.68581361950121e-05,-2.6940008475861766e-05,-8.18722808496675e-08
3.33456982885013e-05,3.3287227801375895e-05,2.92462630117223e-05,2.918779252459689e-05,2.39928986842456e-05,2.3934428197120192e-05,2.15771888291863e-05,2.151871834206089e-05,2.38996843013212e-05,2.384121381419579e-05,2.91491503473045e-05,2.909067986017909e-05,3.29585731001197e-05,3.2900102612994294e-05,3.43162537440392e-05,3.4257783256913796e-05,-5.8470487125409e-08
1.29833424359719e-05,1.2953204538460404e-05,9.78569179468678e-06,9.755553897175283e-06,8.87334864692762e-06,8.843210749416125e-06,9.997641450322e-06,9.967503552810504e-06,1.22058331772692e-05,1.2175695279757704e-05,1.50778136071532e-05,1.5047675709641704e-05,1.74090347741792e-05,1.7378896876667706e-05,1.67388421773852e-05,1.6708704279873705e-05,-3.01378975114963e-08
-4.06473139004247e-05,-4.064657971878861e-05,-4.06963899708215e-05,-4.069565578918541e-05,-4.23639673376856e-05,-4.236323315604951e-05,-4.53526634368459e-05,-4.535192925520981e-05,-4.89309095508792e-05,-4.893017536924311e-05,-5.06637962408e-05,-5.0663062059163905e-05,-4.80025128611857e-05,-4.800177867954961e-05,-4.33989426180046e-05,-4.339820843636851e-05,7.3418163609393e-10
-1.32664676684111e-05,-1.3234869642593332e-05,-1.53205331389384e-05,-1.5288935113120634e-05,-2.1462548429928e-05,-2.1430950404110232e-05,-2.67756934208939e-05,-2.6744095395076133e-05,-2.76479776704242e-05,-2.7616379644606433e-05,-2.47349155974105e-05,-2.4703317571592735e-05,-2.08661331702128e-05,-2.0834535144395032e-05,-1.64091959059302e-05,-1.6377597880112432e-05,3.15980258177683e-08
3.48866532540424e-05,3.494658297207954e-05,3.19579165739465e-05,3.2017846291983644e-05,3.4625263810515e-05,3.468519352855214e-05,4.10517003907276e-05,4.1111630108764746e-05,4.76428068684622e-05,4.770273658649934e-05,5.1222642709804e-05,5.1282572427841145e-05,4.93963990137088e-05,4.945632873174594e-05,4.25231139890236e-05,4.2583043707060746e-05,5.99297180371443e-08
-1.44924763728855e-05,-1.4409070554554876e-05,-1.55370294998732e-05,-1.5453623681542578e-05,-1.60291998914667e-05,-1.5945794073136077e-05,-1.66839675447883e-05,-1.6600561726457677e-05,-1.83070567456171e-05,-1.8223650927286476e-05,-1.92059889343889e-05,-1.9122583116058278e-05,-1.71236313332535e-05,-1.7040225514922877e-05,-1.46296127165587e-05,-1.4546206898228077e-05,8.34058183306227e-08
-2.90473236007073e-05,-2.8947256477046072e-05,-2.71970100254876e-05,-2.709694290182637e-05,-3.10163184210251e-05,-3.0916251297363866e-05,-3.73052306511679e-05,-3.720516352750667e-05,-4.17940591605003e-05,-4.1693992036839064e-05,-4.28042694805185e-05,-4.270420235685727e-05,-4.07212179461739e-05,-4.0621150822512665e-05,-3.54239700430327e-05,-3.5323902919371466e-05,1.0006712366123e-07
2.16386249439568e-05,2.1747092213644724e-05,1.99103444568144e-05,2.0018811726502326e-05,2.13050623885516e-05,2.1413529658239526e-05,2.57867206244537e-05,2.5895187894141627e-05,3.15480302414254e-05,3.1656497511113324e-05,3.46954530135723e-05,3.480392028326022e-05,3.2076625694053e-05,3.2185092963740924e-05,2.63768707267901e-05,2.6485337996478026e-05,1.08467269687924e-07
1.00185834014509e-06,1.1096564545958669e-06,1.1625392842982e-06,1.2703373987489769e-06,5.58215103159858e-06,5.689949146049357e-06,1.07679875648506e-05,1.0875785679301376e-05,1.2996049003601e-05,1.3103847118051776e-05,1.17544698045026e-05,1.1862267918953378e-05,8.99447642912552e-06,9.102274543576297e-06,4.87955622241822e-06,4.987354336868997e-06,1.07798114450777e-07
-3.94291361344808e-05,-3.9331156980001474e-05,-3.88328221844025e-05,-3.873484302992317e-05,-4.21301974619854e-05,-4.203221830750607e-05,-4.69644688219641e-05,-4.686648966748477e-05,-5.09132485719739e-05,-5.0815269417494574e-05,-5.22012997886696e-05,-5.210332063419027e-05,-4.96555714202422e-05,-4.955759226576287e-05,-4.43166528584519e-05,-4.421867370397257e-05,9.79791544793284e-08
2.64757956286235e-05,2.655549572106794e-05,2.54385764652514e-05,2.551827655769584e-05,2.39352171029579e-05,2.4014917195402338e-05,2.39363919936003e-05,2.4016092086044738e-05,2.65516833757658e-05,2.663138346821024e-05,2.94147222307788e-05,2.949442232322324e-05,2.91976729663433e-05,2.927737305878774e-05,2.75006025443442e-05,2.758030263678864e-05,7.97000924444382e-08
3.63084974046096e-05,3.6362902205291224e-05,3.61620984511193e-05,3.621650325180092e-05,4.16760418454895e-05,4.173044664617113e-05,4.8873738210606e-05,4.892814301128762e-05,5.30860148330078e-05,5.3140419633689426e-05,5.26488517394682e-05,5.270325654014983e-05,4.85691453385772e-05,4.8623550139258826e-05,4.20870864539706e-05,4.214149125465223e-05,5.44048006816251e-08
-3.05237095428978e-05,-3.0499504634691707e-05,-2.8224106496924e-05,-2.819990158871791e-05,-2.99246181044009e-05,-2.990041319619481e-05,-3.46339514896395e-05,-3.460974658143341e-05,-4.09694977337468e-05,-4.094529282554071e-05,-4.52860541235079e-05,-4.526184921530181e-05,-4.34499407973697e-05,-4.342573588916361e-05,-3.69043512218087e-05,-3.688014631360261e-05,2.42049082060899e-08
-1.02627419074856e-05,-1.0271018027043725e-05,-1.11608959477206e-05,-1.1169172067278726e-05,-1.45184554866369e-05,-1.4526731606195025e-05,-1.7283948820587e-05,-1.7292224940145123e-05,-1.6616995260277e-05,-1.6625271379835122e-05,-1.38963934085642e-05,-1.3904669528122325e-05,-1.23867520164712e-05,-1.2395028136029325e-05,-1.1450701440091e-05,-1.1458977559649126e-05,-8.27611955812429e-09
3.83582402471012e-05,3.8318116160959515e-05,3.7883913733271e-05,3.784378964712932e-05,4.33194570241675e-05,4.327933293802582e-05,5.12070666605371e-05,5.116694257439542e-05,5.68128534869065e-05,5.6772729400764815e-05,5.75484543340259e-05,5.7508330247884214e-05,5.28763796513609e-05,5.2836255565219215e-05,4.48847364810714e-05,4.4844612394929715e-05,-4.01240861416837e-08
-2.52312466293719e-05,-2.529965079097827e-05,-2.26114402143588e-05,-2.267984437596517e-05,-2.07890416839109e-05,-2.085744584551727e-05,-2.13633543765499e-05,-2.143175853815627e-05,-2.55557619701037e-05,-2.562416613171007e-05,-3.03093477586717e-05,-3.037775192027807e-05,-3.10523193943615e-05,-3.112072355596787e-05,-2.84629454200525e-05,-2.853134958165887e-05,-6.84041616063688e-08
-6.44305902043789e-06,-6.533511202112476e-06,-4.50779774035093e-06,-4.598249922025516e-06,-1.04392021067621e-05,-1.0529654288436687e-05,-2.00468820031337e-05,-2.0137334184808285e-05,-2.67995150570049e-05,-2.6889967238679486e-05,-2.77564411469821e-05,-2.7846893328656685e-05,-2.33673871624948e-05,-2.3457839344169386e-05,-1.48419553018996e-05,-1.4932407483574186e-05,-9.04521816745862e-08
1.70983219848673e-05,1.699416360396086e-05,1.4687701043876e-05,1.458354266296956e-05,1.70051913480423e-05,1.690103296713586e-05,2.27125422746899e-05,2.260838389378346e-05,2.95501834461598e-05,2.944602506525336e-05,3.348453248095e-05,3.338037410004356e-05,3.10330439489923e-05,3.092888556808586e-05,2.39403269205831e-05,2.383616853967666e-05,-1.04158380906439e-07
-2.25452886087336e-05,-2.265349385802287e-05,-2.26506664484632e-05,-2.275887169775247e-05,-1.95021184859458e-05,-1.961032373523507e-05,-1.60692475091684e-05,-1.6177452758457673e-05,-1.58048929351697e-05,-1.591309818445897e-05,-1.7559464880311e-05,-1.766767012960027e-05,-1.87440778923426e-05,-1.885228314163187e-05,-2.02669061778852e-05,-2.037511142717447e-05,-1.0820524928927e-07
-4.14500553683953e-05,-4.155228567731575e-05,-4.15394358048594e-05,-4.1641666113779854e-05,-4.83394688746531e-05,-4.844169918357355e-05,-5.7316130946712e-05,-5.7418361255632455e-05,-6.34583291489495e-05,-6.356055945786995e-05,-6.40603922648827e-05,-6.416262257380315e-05,-5.82626502391395e-05,-5.8364880548059956e-05,-4.87716074003933e-05,-4.887383770931375e-05,-1.02230308920451e-07
2.27403504609952e-05,2.2653464673663417e-05,1.87865522835489e-05,1.8699666496217115e-05,1.58783092200546e-05,1.5791423432722816e-05,1.63024541534196e-05,1.6215568366087816e-05,2.15081067282881e-05,2.1421220940956316e-05,2.77096505126376e-05,2.7622764725305816e-05,2.96601669212144e-05,2.9573281133882615e-05,2.70435690426598e-05,2.6956683255328015e-05,-8.68857873317833e-08
7.77731441362592e-06,7.713529269093397e-06,7.48718876830629e-06,7.423403623773766e-06,1.38218050309528e-05,1.3758019886420277e-05,2.238843965532e-05,2.2324654510787475e-05,2.74561344892679e-05,2.7392349344735375e-05,2.71067608939612e-05,2.7042975749428673e-05,2.21905485245131e-05,2.2126763379980574e-05,1.4375005114014e-05,1.4311219969481477e-05,-6.37851445325233e-08
-1.87791575039315e-05,-1.8814493842636682e-05,-1.78179079715184e-05,-1.7853244310223585e-05,-2.1412256515571e-05,-2.1447592854276183e-05,-2.78506807598008e-05,-2.7886017098505985e-05,-3.43110310516447e-05,-3.4346367390349886e-05,-3.67769754100686e-05,-3.681231174877379e-05,-3.27529774436918e-05,-3.278831378239699e-05,-2.49661530057201e-05,-2.5001489344425285e-05,-3.53363387051851e-08
2.43542542199872e-05,2.4349775217217876e-05,2.27324791575729e-05,2.2728000154803575e-05,1.85361052872433e-05,1.8531626284473974e-05,1.54229289375272e-05,1.5418449934757875e-05,1.6251331543138e-05,1.6246852540368674e-05,1.91703374266225e-05,1.9165858423853173e-05,2.13682133451229e-05,2.1363734342353573e-05,2.31754782842781e-05,2.3170999281508774e-05,-4.47900276932607e-09
2.48246664862168e-05,2.4850308517039197e-05,1.98250618551754e-05,1.98507038859978e-05,2.25665054501765e-05,2.2592147480998896e-05,3.10363415349137e-05,3.106198356573609e-05,4.02664266260091e-05,4.0292068656831495e-05,4.56389328752375e-05,4.5664574906059894e-05,4.39068467239064e-05,4.393248875472879e-05,3.51828333071098e-05,3.5208475337932195e-05,2.56420308223964e-08
-1.92478584062668e-05,-1.919582900465693e-05,-1.52416692488275e-05,-1.518963984721763e-05,-1.49313735541653e-05,-1.487934415255543e-05,-1.91592163682793e-05,-1.9107186966669426e-05,-2.7050790882308e-05,-2.699876148069813e-05,-3.32317929248908e-05,-3.317976352328093e-05,-3.23737724691323e-05,-3.2321743067522434e-05,-2.60350787339809e-05,-2.5983049332371028e-05,5.20294016098711e-08
-1.72702552550058e-05,-1.7198088043759234e-05,-1.87374286247468e-05,-1.8665261413500233e-05,-2.54901430532535e-05,-2.5417975842006933e-05,-3.28786188892097e-05,-3.2806451677963136e-05,-3.58437388762179e-05,-3.5771571664971335e-05,-3.37725682447606e-05,-3.3700401033514034e-05,-2.83097929143193e-05,-2.8237625703072732e-05,-2.16326145195114e-05,-2.1560447308264834e-05,7.21672112465665e-08
3.92371636201935e-05,3.9321456333663435e-05,3.53829704323422e-05,3.546726314581213e-05,3.87198481367884e-05,3.880414085025833e-05,4.72528989349562e-05,4.733719164842613e-05,5.6809819403009e-05,5.689411211647893e-05,6.18393423885991e-05,6.192363510206902e-05,5.85578328931264e-05,5.864212560659633e-05,4.90023897714302e-05,4.9086682484900134e-05,8.42927134699297e-08
-4.48514470030911e-06,-4.397570480516339e-06,-1.06430242805648e-06,-9.767282082637095e-07,2.40051816821602e-06,2.488092388008791e-06,3.04718264895981e-06,3.1347568687525806e-06,-7.47063217611492e-07,-6.594889978187214e-07,-5.62566834808978e-06,-5.538094128297009e-06,-7.7295365797134e-06,-7.641962359920628e-06,-6.87501522267744e-06,-6.787441002884669e-06,8.75742197927706e-08
-3.4233849748857e-05,-3.415167843946316e-05,-3.22479315021836e-05,-3.216576019278976e-05,-3.71334381685652e-05,-3.705126685917136e-05,-4.59908607068621e-05,-4.590868939746826e-05,-5.36255974249821e-05,-5.354342611558826e-05,-5.58189404610004e-05,-5.573676915160656e-05,-5.11807904715858e-05,-5.109861916219196e-05,-4.22617833775512e-05,-4.217961206815736e-05,8.21713093938365e-08
2.88081711944702e-05,2.8877346759240914e-05,2.58913086913966e-05,2.5960484256167313e-05,2.52734515961697e-05,2.5342627160940415e-05,2.75972172031721e-05,2.7666392767942816e-05,3.27625616493486e-05,3.283173721411932e-05,3.72492411026592e-05,3.731841666742992e-05,3.72266169269999e-05,3.729579249177062e-05,3.33931792215709e-05,3.346235478634162e-05,6.91755647707151e-08
5.69019287311691e-06,5.740630650190128e-06,7.64788602835557e-06,7.698323805428788e-06,1.56879803320444e-05,1.573841810911762e-05,2.42377511113688e-05,2.428818888844202e-05,2.73194781875363e-05,2.736991596460952e-05,2.43480229704531e-05,2.439846074752632e-05,1.7851827779242e-05,1.790226555631522e-05,1.0412977751393e-05,1.0463415528466219e-05,5.04377770732181e-08
-1.84989585509649e-05,-1.847064497473792e-05,-1.37380791867163e-05,-1.370976561048932e-05,-1.53936280328344e-05,-1.536531445660742e-05,-2.28843338627388e-05,-2.285602028651182e-05,-3.22583049107534e-05,-3.2229991334526416e-05,-3.75254467221038e-05,-3.7497133145876815e-05,-3.53733324258763e-05,-3.5345018849649314e-05,-2.7467550894396e-05,-2.7439237318169022e-05,2.83135762269801e-08
2.31410891206758e-05,2.3146446474807847e-05,2.25319135472589e-05,2.2537270901390948e-05,1.91746584259768e-05,1.9180015780108847e-05,1.61459350333465e-05,1.615129238747855e-05,1.66320682467259e-05,1.663742560085795e-05,1.89708146764446e-05,1.897617203057665e-05,2.05679943336899e-05,2.057335168782195e-05,2.18363577045271e-05,2.1841715058659148e-05,5.35735413204702e-09
1.3111869451109e-05,1.3095879620080773e-05,1.01654208297431e-05,1.0149430998714873e-05,1.42677297590962e-05,1.4251739928067974e-05,2.259134478391e-05,2.2575354952881774e-05,2.96698743912451e-05,2.965388456021687e-05,3.18557534585362e-05,3.183976362750798e-05,2.83356768035122e-05,2.8319686972483972e-05,2.08915349226651e-05,2.0875545091636873e-05,-1.59898310282266e-08
-3.36316006028396e-05,-3.366527966153776e-05,-2.88573337745725e-05,-2.889101283327066e-05,-2.77585649854521e-05,-2.779224404415026e-05,-3.12641578092651e-05,-3.1297836867963256e-05,-3.83286756223022e-05,-3.836235468100036e-05,-4.44524809108973e-05,-4.448615996959546e-05,-4.51148199981882e-05,-4.514849905688636e-05,-4.03240045564992e-05,-4.035768361519736e-05,-3.36790586981602e-08
-9.97223823726343e-06,-1.0018503992634595e-05,-9.49476524981604e-06,-9.541031005187205e-06,-1.48159993493179e-05,-1.4862265104689063e-05,-2.25040648935873e-05,-2.2550330648958465e-05,-2.64978279964432e-05,-2.6544093751814365e-05,-2.51303562373697e-05,-2.5176621992740866e-05,-2.04837517991756e-05,-2.0530017554546766e-05,-1.47037931508691e-05,-1.4750058906240264e-05,-4.62657553711645e-08
2.22053338035207e-05,2.21523067830992e-05,2.00380114535545e-05,1.9984984433132997e-05,2.43420580264042e-05,2.4289031005982698e-05,3.21319911851878e-05,3.20789641647663e-05,3.93969403178522e-05,3.93439132974307e-05,4.20958951590743e-05,4.2042868138652805e-05,3.84408774900622e-05,3.83878504696407e-05,3.01810116356865e-05,3.0127984615264997e-05,-5.30270204215011e-08
-1.40015136798227e-05,-1.405549476369638e-05,-1.13935677975212e-05,-1.1447548881394882e-05,-7.08362245957937e-06,-7.137603543453052e-06,-4.44358373732288e-06,-4.497564821196563e-06,-6.12588306643294e-06,-6.179864150306622e-06,-1.01264312404096e-05,-1.0180412324283282e-05,-1.33146484279647e-05,-1.3368629511838382e-05,-1.45419401340129e-05,-1.459592121788658e-05,-5.39810838736819e-08
-2.49315434076623e-05,-2.4981350539959998e-05,-2.26409711651056e-05,-2.2690778297403296e-05,-2.79100628923002e-05,-2.7959870024597895e-05,-3.67356223162411e-05,-3.67854294485388e-05,-4.32262426145444e-05,-4.327604974684209e-05,-4.45776313796639e-05,-4.46274385119616e-05,-4.05512892946375e-05,-4.0601096426935196e-05,-3.27646506061203e-05,-3.2814457738418e-05,-4.98071322976962e-08
8.20224900290777e-06,8.160561907495398e-06,4.67764468782003e-06,4.635957592407658e-06,5.48147480290483e-06,5.439787707492458e-06,1.06508171551754e-05,1.0609130059763028e-05,1.81266188749938e-05,1.8084931779581425e-05,2.28174376580495e-05,2.2775750562637125e-05,2.12112731231993e-05,2.1169586027786926e-05,1.49368644131457e-05,1.4895177317733327e-05,-4.16870954123726e-08
-8.18662003001842e-06,-8.217714438764303e-06,-9.21762486375337e-06,-9.248719272499253e-06,-2.45724954687677e-06,-2.4883439556226538e-06,7.0477862728395e-06,7.016691864093616e-06,1.24693545641649e-05,1.2438260155419017e-05,1.18266085577805e-05,1.1795514149034616e-05,6.61255416984496e-06,6.581459761099076e-06,-1.16205493190641e-06,-1.1931493406522938e-06,-3.10944087458839e-08
-1.11852692080335e-05,-1.1204835582675268e-05,-8.90430390217776e-06,-8.923870276819528e-06,-1.41493882161598e-05,-1.4168954590801568e-05,-2.38369824173079e-05,-2.385654879194967e-05,-3.25284899534535e-05,-3.2548056328095265e-05,-3.51892373967141e-05,-3.520880377135587e-05,-3.00611985012972e-05,-3.0080764875938966e-05,-2.00450723739176e-05,-2.006463874855937e-05,-1.95663746417673e-08
7.30521936199273e-06,7.296729755371492e-06,6.65208542789771e-06,6.643595821276473e-06,3.47968611607521e-06,3.4711965094539727e-06,3.27170091574188e-07,3.186804849529505e-07,4.69085642798e-07,4.605960361767625e-07,2.92059753346703e-06,2.9121079268457927e-06,5.10570030283244e-06,5.0972106962112025e-06,6.41080355438921e-06,6.402313947767972e-06,-8.48960662123753e-09
2.64433535106727e-05,2.6444421174394842e-05,2.28195039969631e-05,2.2820571660685242e-05,2.76022637125815e-05,2.7603331376303642e-05,3.70956306201183e-05,3.7096698283840444e-05,4.53993620681585e-05,4.540042973188064e-05,4.86276387659455e-05,4.862870642966764e-05,4.50940019041134e-05,4.509506956783554e-05,3.60771133085358e-05,3.607818097225794e-05,1.06766372214042e-09
-1.86248813594835e-05,-1.8616421007559462e-05,-1.72670123802382e-05,-1.7258552028314163e-05,-2.01479706540356e-05,-2.0139510302111563e-05,-2.57073397148446e-05,-2.569887936292056e-05,-3.13913973160836e-05,-3.1382936964159565e-05,-3.37037997251682e-05,-3.369533937324416e-05,-3.08250239234208e-05,-3.081656357149676e-05,-2.43329864108674e-05,-2.432452605894336e-05,8.4603519240399e-09
-1.88709312048938e-05,-1.8857436832552392e-05,-1.64350442838579e-05,-1.642154991151649e-05,-2.10351942442951e-05,-2.102169987195369e-05,-2.88909369184066e-05,-2.887744254606519e-05,-3.4698614224755e-05,-3.468511985241359e-05,-3.61149030678111e-05,-3.610140869546969e-05,-3.2792395935444e-05,-3.2778901563102585e-05,-2.5999560291624e-05,-2.598606591928259e-05,1.34943723414097e-08
4.43622154481738e-05,4.43785969938055e-05,4.17733543255965e-05,4.17897358712282e-05,4.28368200369952e-05,4.28532015826269e-05,4.6709499645917e-05,4.67258811915487e-05,5.1280299028497e-05,5.12966805741287e-05,5.41728054993349e-05,5.41891870449666e-05,5.35939012269865e-05,5.36102827726182e-05,4.94825404656167e-05,4.94989220112484e-05,1.63815456317015e-08
-2.15335815651884e-06,-2.1357240414565842e-06,-4.68696053094385e-06,-4.669326415881594e-06,-3.0329802256774e-06,-3.015346110615144e-06,4.72291611659497e-07,4.89925726721753e-07,2.34135383853777e-06,2.358987953600026e-06,2.90594961555696e-06,2.9235837306192157e-06,2.96246156190217e-06,2.980095676964426e-06,1.4625785393988e-06,1.480212654461056e-06,1.76341150622559e-08
-2.67469819494548e-05,-2.6729060146482173e-05,-2.45880362997846e-05,-2.457011449681197e-05,-2.83890620548511e-05,-2.8371140251878474e-05,-3.55675376419899e-05,-3.5549615839017275e-05,-4.16892293926205e-05,-4.167130758964787e-05,-4.32651295892406e-05,-4.324720778626797e-05,-3.97377524205924e-05,-3.971983061761977e-05,-3.31968394282748e-05,-3.317891762530217e-05,1.79218029726265e-08
2.96303554741754e-05,2.9648270328036233e-05,2.89536063157683e-05,2.897152116962913e-05,2.7962311304745e-05,2.7980226158605833e-05,2.74034905226401e-05,2.7421405376500932e-05,2.85202487945199e-05,2.8538163648380732e-05,3.05583772666024e-05,3.0576292120463236e-05,3.15399431983435e-05,3.155785805220434e-05,3.07429897968056e-05,3.0760904650666434e-05,1.79148538608339e-08
2.44695684276917e-05,2.4487709555622396e-05,2.12154459333263e-05,2.1233587061256996e-05,2.29091980076342e-05,2.29273391355649e-05,2.76769194223449e-05,2.7695060550275597e-05,3.1275373031064e-05,3.12935141589947e-05,3.26042005838429e-05,3.2622341711773596e-05,3.22021294809635e-05,3.22202706088942e-05,2.94334192582109e-05,2.9451560386141597e-05,1.81411279306964e-08
